Product URL,Product Name,Product Price,Rating,Number of reviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODE1MTI2NzQwMjY0NzA6MTY3NTQ0NDUxNTpzcF9tdGY6MjAwNzQ3Njg3MTQ4OTg6OjA6Og&url=%2FNORTH-ZONE-backpack-INVALID-DATA_navy%2Fdp%2FB0BCYX6DW2%2Fref%3Dsr_1_39_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444515%26sprefix%3Dba%252Caps%252C283%26sr%3D8-39-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,NORTH ZONE 25 ltrs (10 Cms) backpack(INVALID DATA_navy blue),664,4.0 out of 5 stars,399,"COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g; HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items, CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use, CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use., HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop., Pocket Description: Utility Pocket; Age Range Description: Adult; Water Resistance Level: Waterproof; Color Name: Neavy Blue; Pattern Name: Solid, ",ASIN : B0BCYX6DW2,"COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g; HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items, CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use, CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use., HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop., Pocket Description: Utility Pocket; Age Range Description: Adult; Water Resistance Level: Waterproof; Color Name: Neavy Blue; Pattern Name: Solid, ","Manufacturer : Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086"
https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1675444515&sprefix=ba%2Caps%2C283&sr=8-40,"WILD MODA Women's Shoulder Bag, Set of 1",849,4.3 out of 5 stars,"3,318","Material: High quality Waterproof Polyester material and nice eye catchy handbag, 3 Big compartments with Zip closure and 6 Pockets that can easily carry your multiple utility for better organization., Dimensions: Length: 35, Width: 18: Height: 27 cm, Closure: Zip; Strap Type: Shoulder, High quality soft Lining Anti-theft pocket with Top Zip Closer; Extra pockets for more space and easy to carry, the extra pocket on the inside comes with a closure so you can put all your important things inside like mobile, keys, jewellery, napkins, etc. Safely without the fear of losing them, ",ASIN : B099PLT91X,"Material: High quality Waterproof Polyester material and nice eye catchy handbag, 3 Big compartments with Zip closure and 6 Pockets that can easily carry your multiple utility for better organization., Dimensions: Length: 35, Width: 18: Height: 27 cm, Closure: Zip; Strap Type: Shoulder, High quality soft Lining Anti-theft pocket with Top Zip Closer; Extra pockets for more space and easy to carry, the extra pocket on the inside comes with a closure so you can put all your important things inside like mobile, keys, jewellery, napkins, etc. Safely without the fear of losing them, ","Manufacturer : WILD MODA, wildmoda@gmail.com"
https://www.amazon.in/LL-LEATHER-LAND-DESIGNER-BAGS/dp/B0BD4TTDHD/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1675444515&sprefix=ba%2Caps%2C283&sr=8-41,LL LEATHER LAND DESIGNER BAGS Sling Bag_SLG_90,299,4.0 out of 5 stars,"1,548","Lethereette SLing bag, Stylish Sling in 9 inches height,10 inches length and 4 inches width, Water Proof, Adjustable strap, ",ASIN : B0BD4TTDHD,"Lethereette SLing bag, Stylish Sling in 9 inches height,10 inches length and 4 inches width, Water Proof, Adjustable strap, ","Manufacturer : LL LEATHER LAND DESIGNER BAGS, LL Leather Land Designer Bags,Customer Support (9849818415)"
https://www.amazon.in/Wesley-Waterproof-Backpack-Business-Dimensions/dp/B0BMQ4D59H/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1675444515&sprefix=ba%2Caps%2C283&sr=8-42,Wesley Ignite Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18.5 inches) (Compatible with 39.62cm(15.6inch laptop),599,3.6 out of 5 stars,5,"Capacity design: Can hold laptops of 15.6 inches and below. A main spacious packing room, and there are multiple pockets, pen pockets and compartments for small items at the front to keep your items organized and easier to find. An anti-theft pocket located inside the bag keeps your passport, wallet, phone and other valuable items safe and handy, Durable & comfortable: This classic college backpack is made of water-resistant, sturdy and tear-resistant oxford material, with double metal zippers. Comfortable airflow back design with thick but soft multi-panel ventilated padding gives you maximum back support. Lightweight structure and ergonomically shaped shoulder straps with two ""S"" adjustable breathable padding make carrying easy and comfortable, Function& Safe: External dimensions: A luggage strap allows backpack fit on luggage/suitcase, slide over the luggage upright handle tube for easier carrying. Internal shockproof belt for fastening your laptop and iPad, preventing them from sliding and bumping. With a hidden anti theft pocket inside the bag protect your valuable items from thieves. Well made for international airplane travel and day trip, Ideal Gift: This fashionable laptop backpack can be a great companion for travel, business, everyday use and outdoor activities. Also, a perfect college high school student backpack for boys, girls, teens. Practical gifts for teens, boys, girls, friends, mother, father, her or him., ",ASIN : B0BMQ4D59H,"Capacity design: Can hold laptops of 15.6 inches and below. A main spacious packing room, and there are multiple pockets, pen pockets and compartments for small items at the front to keep your items organized and easier to find. An anti-theft pocket located inside the bag keeps your passport, wallet, phone and other valuable items safe and handy, Durable & comfortable: This classic college backpack is made of water-resistant, sturdy and tear-resistant oxford material, with double metal zippers. Comfortable airflow back design with thick but soft multi-panel ventilated padding gives you maximum back support. Lightweight structure and ergonomically shaped shoulder straps with two ""S"" adjustable breathable padding make carrying easy and comfortable, Function& Safe: External dimensions: A luggage strap allows backpack fit on luggage/suitcase, slide over the luggage upright handle tube for easier carrying. Internal shockproof belt for fastening your laptop and iPad, preventing them from sliding and bumping. With a hidden anti theft pocket inside the bag protect your valuable items from thieves. Well made for international airplane travel and day trip, Ideal Gift: This fashionable laptop backpack can be a great companion for travel, business, everyday use and outdoor activities. Also, a perfect college high school student backpack for boys, girls, teens. Practical gifts for teens, boys, girls, friends, mother, father, her or him., ",Manufacturer : Wesley
https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_43?crid=2M096C61O4MLT&keywords=bags&qid=1675444515&sprefix=ba%2Caps%2C283&sr=8-43,Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07),"2,239",3.9 out of 5 stars,366,"Outer Material: Polyester, Color: Black;Water resistant, Capacity: 21 liters; Dimensions: 32 cms x 14 cms x 46 cms (LxWxH), Number of compartments: 3; Laptop Compatibility: Yes, Laptop Size: 15 inches, Warranty type: Manufacturer; 1 year, Closure Type: Zipper; Age Range Description: Adult, ",ASIN : B07N8GRWTZ,"Outer Material: Polyester, Color: Black;Water resistant, Capacity: 21 liters; Dimensions: 32 cms x 14 cms x 46 cms (LxWxH), Number of compartments: 3; Laptop Compatibility: Yes, Laptop Size: 15 inches, Warranty type: Manufacturer; 1 year, Closure Type: Zipper; Age Range Description: Adult, ","Manufacturer : Iff Overseas Pvt Ltd, Iff Overseas Pvt Ltd, 140/2/2, Ring Road Sqaure, Musakhedi, Indore, Madhya Pradesh, 452001; 07314223000"
https://www.amazon.in/Backpack-Business-Resistant-Computer-Notebook/dp/B07GLRSVNZ/ref=sr_1_44?crid=2M096C61O4MLT&keywords=bags&qid=1675444515&sprefix=ba%2Caps%2C283&sr=8-44,OPTIMA Laptop Backpack of OPT-262/263/273/274/1395/1396,399,3.9 out of 5 stars,"4,595","Fit Type: Regular, Better human body mechanics straps : our backpack straps is made according human mechanics theory, can balance the weight, and give better buffering support, reducing much more stress than normal bag; and can steer the wind flowing, cooling down your back, Main compartment with double-zipper closure; small zippered pocket on the front side, Lightweight yet durable backpack/daypack for school use or everyday outings, Durable material and solid: made of water resistant and durable polyester fabric with metal zippers. Ensure a secure and long-lasting usage everyday and weekend.serve you well as professional office work bag, slim backpack , college high school big student backpack for boys, girls, teens, adults, Special Features: Expandable; Warranty Description: ?Warranty: We Assure You That You Wont Need To Use The Warranty But Still You Will Get 6 Month Warr; Style Name: Daypack Backpacks; Pocket Description: Utility Pocket; Compartment Description: Greater Than 17 Inches, ",ASIN : B07GLRSVNZ,"Fit Type: Regular, Better human body mechanics straps : our backpack straps is made according human mechanics theory, can balance the weight, and give better buffering support, reducing much more stress than normal bag; and can steer the wind flowing, cooling down your back, Main compartment with double-zipper closure; small zippered pocket on the front side, Lightweight yet durable backpack/daypack for school use or everyday outings, Durable material and solid: made of water resistant and durable polyester fabric with metal zippers. Ensure a secure and long-lasting usage everyday and weekend.serve you well as professional office work bag, slim backpack , college high school big student backpack for boys, girls, teens, adults, Special Features: Expandable; Warranty Description: ?Warranty: We Assure You That You Wont Need To Use The Warranty But Still You Will Get 6 Month Warr; Style Name: Daypack Backpacks; Pocket Description: Utility Pocket; Compartment Description: Greater Than 17 Inches, ","Manufacturer : Optima Manufacturing Industries Private Limited, Optima manufacturing industries pvt ltd. plot no 307 phase III sector 53 kundli industrial area sonipat 9811161182"
https://www.amazon.in/Nivia-5177BK-Polyester-String-Black/dp/B071XM6PSM/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1675444515&sprefix=ba%2Caps%2C283&sr=8-45,Nivia Polyester String Bag,159,4.1 out of 5 stars,968,"String backpack have one main compartment is secured with drawstring closure., Efficient to hold your essentials., Highly water-resistant finish to save inner items from water splashes., Strong and durable ropes., Designed for all types of occasions: Sports, daily use, cycling etc., ",ASIN : B071XM6PSM,"String backpack have one main compartment is secured with drawstring closure., Efficient to hold your essentials., Highly water-resistant finish to save inner items from water splashes., Strong and durable ropes., Designed for all types of occasions: Sports, daily use, cycling etc., ","Manufacturer : Freewill Sports Private Limited, Freewill Sports Pvt Ltd. - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000"
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1675444515&sprefix=ba%2Caps%2C283&sr=8-46,ADISA Laptop Backpack 31 Ltrs,499,4.0 out of 5 stars,"8,992","Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo, NOT INCLUDED: NO RAINCOVER, Headphone & Cable (Images only for display), Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended), Compartments: 2 with full padding; Front Easy-Access Pocket, Dimensions : L x W x H- 12 x 7 x 18 inches, ",ASIN : B07G3CG9FC,"Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo, NOT INCLUDED: NO RAINCOVER, Headphone & Cable (Images only for display), Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended), Compartments: 2 with full padding; Front Easy-Access Pocket, Dimensions : L x W x H- 12 x 7 x 18 inches, ","Manufacturer : ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
https://www.amazon.in/Mi-Business-Casual-Resistant-Backpack/dp/B07YY6PTMN/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1675444515&sprefix=ba%2Caps%2C283&sr=8-47,Mi Business Casual 21L Water Resistant Laptop Backpack (Dark Grey),999,4.4 out of 5 stars,"6,051","21L Capacity: The Backpack has a padded laptop compartment that can fit 15.2 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D): 44*32*16 cm, Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction., Secret/Hidden Pocket: An invisible zipper pocket on the edge of the back panel acts as a guard for any valuable items such as TWS/ Earbuds, Passport, Phone against theft., Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics., Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body., Made In India: Mi Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks, 6 Months Warranty: The MI Business casual backpack comes with 6 months of warranty. For queries please reach out to 18001036286, Country of Origin: India, ",ASIN : B07YY6PTMN,"21L Capacity: The Backpack has a padded laptop compartment that can fit 15.2 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D): 44*32*16 cm, Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction., Secret/Hidden Pocket: An invisible zipper pocket on the edge of the back panel acts as a guard for any valuable items such as TWS/ Earbuds, Passport, Phone against theft., Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics., Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body., Made In India: Mi Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks, 6 Months Warranty: The MI Business casual backpack comes with 6 months of warranty. For queries please reach out to 18001036286, Country of Origin: India, ",Manufacturer : Korrun India Pvt. Ltd
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODE1MTI2NzQwMjY0NzA6MTY3NTQ0NDUxNTpzcF9idGY6MjAxMDQxNDAyNjQyOTg6OjA6Og&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_48_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444515%26sprefix%3Dba%252Caps%252C283%26sr%3D8-48-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DA385M0TPSNV7VS,URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack,"1,298",3.5 out of 5 stars,10,"Made with strong and premium 450D Polyester, Max padded 15.4"" Laptop compartment, Cool and stylish looks, Unique front quick access mesh pockets, Large front pocket for extra convenience, ",ASIN : B0BP1QM6W5,"Made with strong and premium 450D Polyester, Max padded 15.4"" Laptop compartment, Cool and stylish looks, Unique front quick access mesh pockets, Large front pocket for extra convenience, ","Manufacturer : Backpack International Pvt Ltd, Backpack International Pvt Ltd"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODE1MTI2NzQwMjY0NzA6MTY3NTQ0NDUxNTpzcF9idGY6MjAxMDcxMDUzOTEyOTg6OjA6Og&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444515%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Black)","1,800",5.0 out of 5 stars,9,"Care Instructions: Wipe with Damp Cloth, Please reach out to our customer care at +91 8691800800 or email at customercare@uppercase.co.in for warranty registration and any query regarding the product., Handcrafted with care and made up of premium quality robust material, Padded laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side, Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket, GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty, ",ASIN : B0BR1D4SL1,"Care Instructions: Wipe with Damp Cloth, Please reach out to our customer care at +91 8691800800 or email at customercare@uppercase.co.in for warranty registration and any query regarding the product., Handcrafted with care and made up of premium quality robust material, Padded laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side, Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket, GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty, ","Manufacturer : Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODQ3NTkyMjcyMDQ0NTc6MTY3NTQ0NDg5NjpzcF9hdGZfbmV4dDoyMDA1NjEwNjc0NjQwNjo6MDo6&url=%2FCosmus-Casual-Navy-Laptop-Backpack%2Fdp%2FB08R7M639Z%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444896%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Cosmus ACE Casual Navy 45 cm 22 Ltr Laptop Backpack Bag,718,3.9 out of 5 stars,120,"BACKPACK FOR PROFESSIONALS: Backpack with Laptop Compartment and organization for Books & other items. A spacious main compartments & one Front Zipper Pocket. A great backpack for working professionals and students, DURABLE MATERIAL: Extra-large backpack: 18x12x06 (inches), Capacity: 22L separate laptop compartment hold for 15.6 inches Laptop. The Large backpack made from high quality polyester fabric. Laptop pocket designed for your laptops to give them maximum security. It comes with Pen Pocket and Power Bank Pocket which aids in organising your things systematically, SMART & EFFICIENT: This big backpack is crafted specially for professional needs. This bag accommodate your daily essentials with ease. It can easily carry your work from office to home while giving you some space for your needs too. Most suitable for working professional along with college students., COMFORTABLE: This backpack comes with comfortable wide breathable shoulder straps well-padded materials that helps relieve the stress from your shoulder. It has adjustable chest straps for equal weight-distribution. Along with compact-squeezing straps that lets you squeeze your, while making it look slimmer, providing extra strength for heavy articles too.; WARRANTY: Cosmus Branded Backpack comes with One year Manufacturer Warranty.; Age Range Description: Adult, Pattern Name: Solid, ",ASIN : B08R7M639Z,"BACKPACK FOR PROFESSIONALS: Backpack with Laptop Compartment and organization for Books & other items. A spacious main compartments & one Front Zipper Pocket. A great backpack for working professionals and students, DURABLE MATERIAL: Extra-large backpack: 18x12x06 (inches), Capacity: 22L separate laptop compartment hold for 15.6 inches Laptop. The Large backpack made from high quality polyester fabric. Laptop pocket designed for your laptops to give them maximum security. It comes with Pen Pocket and Power Bank Pocket which aids in organising your things systematically, SMART & EFFICIENT: This big backpack is crafted specially for professional needs. This bag accommodate your daily essentials with ease. It can easily carry your work from office to home while giving you some space for your needs too. Most suitable for working professional along with college students., COMFORTABLE: This backpack comes with comfortable wide breathable shoulder straps well-padded materials that helps relieve the stress from your shoulder. It has adjustable chest straps for equal weight-distribution. Along with compact-squeezing straps that lets you squeeze your, while making it look slimmer, providing extra strength for heavy articles too.; WARRANTY: Cosmus Branded Backpack comes with One year Manufacturer Warranty.; Age Range Description: Adult, Pattern Name: Solid, ",Manufacturer : COSMUSBAGS PVT.LTD.
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxODQ3NTkyMjcyMDQ0NTc6MTY3NTQ0NDg5NjpzcF9hdGZfbmV4dDoyMDA5MjU0MTk1MjQ5ODo6MDo6&url=%2FAfco-Bags-Lightweight-Fashionable-Backpacks%2Fdp%2FB0BLP28FW7%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444896%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Afco Bags 40Liters Lightweight Fashionable Printed Casual College bags Best Laptop Backpacks Stylish School/College/Office/Travel Backpack For Men & Women,549,2.0 out of 5 stars,3,"Generous overall size of 15 x 10 x 19 inches (LxBxH); 4 Compartments , including a padded laptop compartment ideal for carrying laptops up to 14 inches, It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack ,etc, Stylish & High Grade Quality Fabric; Ideal For Students, Professionals, Travelers And Daily Commuters And Also Best To Carry In Business Meetings Light Weight Bag., Comfortable & Light Weight With Adjustable Shoulder Straps || Mesh pockets on one sides to accommodate your water bottles. || Number of compartments: 6, Care Instructions: Hand Wash Only || Material : Polyester || Color: Navy-Blue || Pattern :Printed || Style : Regular || Type : Backpacks || Gender : Unisex, ",ASIN : B0BLP28FW7,"Generous overall size of 15 x 10 x 19 inches (LxBxH); 4 Compartments , including a padded laptop compartment ideal for carrying laptops up to 14 inches, It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack ,etc, Stylish & High Grade Quality Fabric; Ideal For Students, Professionals, Travelers And Daily Commuters And Also Best To Carry In Business Meetings Light Weight Bag., Comfortable & Light Weight With Adjustable Shoulder Straps || Mesh pockets on one sides to accommodate your water bottles. || Number of compartments: 6, Care Instructions: Hand Wash Only || Material : Polyester || Color: Navy-Blue || Pattern :Printed || Style : Regular || Type : Backpacks || Gender : Unisex, ",Manufacturer : AFCO BAGS
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1675444896&sprefix=ba%2Caps%2C283&sr=8-51,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,"1,049",4.4 out of 5 stars,"5,330","Outer material: synthetic, color: brown, Waterproof, Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH), Number of compartments: 2, Laptop compatibility: yes, laptop size: 16strap type: adjustable, Anti theft waterproof bag with anti sweat fabric on back and shoulder straps, USB and headphone cable slot, , , ",ASIN : B07G4F6XFH,"Outer material: synthetic, color: brown, Waterproof, Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH), Number of compartments: 2, Laptop compatibility: yes, laptop size: 16strap type: adjustable, Anti theft waterproof bag with anti sweat fabric on back and shoulder straps, USB and headphone cable slot, , , ","Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1675444896&sprefix=ba%2Caps%2C283&sr=8-52,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",899,3.9 out of 5 stars,675,"100% Polyester, High Quality, Durable and Water Resistant Fabric, 2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook, Front storage pocket keeps smaller items neatly organized and easy to access, Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects, Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight, ",ASIN : B09B25Z8M2,"100% Polyester, High Quality, Durable and Water Resistant Fabric, 2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook, Front storage pocket keeps smaller items neatly organized and easy to access, Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects, Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight, ","Manufacturer : Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1675444896&sprefix=ba%2Caps%2C283&sr=8-53,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),498,4.3 out of 5 stars,"12,106","Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex, Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps, Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks, Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket, Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry, ",ASIN : B07NJRPJ6Q,"Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex, Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps, Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks, Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket, Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry, ",Manufacturer : Wesley
https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1675444896&sprefix=ba%2Caps%2C283&sr=8-50,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,249,3.7 out of 5 stars,"5,923","Outer Material: Polyester, Color: Black and Yellow.Ideal for 3-5 year old children., Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: 49 cms x 33 cms x 10 cms (LxWxH), Number of compartments: 1; Compatible Laptop Size : 15.4, Warranty Type: Manufacturer; 1 Year from the date of purchase, Pocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper, ",ASIN : B019HA8AYG,"Outer Material: Polyester, Color: Black and Yellow.Ideal for 3-5 year old children., Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: 49 cms x 33 cms x 10 cms (LxWxH), Number of compartments: 1; Compatible Laptop Size : 15.4, Warranty Type: Manufacturer; 1 Year from the date of purchase, Pocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper, ","Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
